"","","","","","","The slogan says it all: no peeing, no crapping, no barking, lie down&#8212;and that goes for the dogs, too. Needless to say, this bar is dog-friendly, inside and out. But what really clinches it as one of Chicago's best are the real English darts and the $2 bottles of Schlitz, Pabst, Old Style and Huber.","","Cash only","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","E","","","","","","","","","","","","","","","Mon&#8211;Fri 2pm&#8211;2am; Sat 11am&#8211;3am; Sun 11am&#8211;2am","","","","","","","","","","","","","","","","1768","","","","","","","","","","","","","","","","1658 W Barry Ave","Cody's","","","","","","","","","","","","","","","","","773-528-4050","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville/North Center","Average beer: $3.25","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Brown to Paulina. Bus: 9, 11, 77","","C","Lakeview/Roscoe Village/Wrigleyville","","Cody's The slogan says it all: no peeing, no crapping, no barking, lie down&#8212;and that goes for the dogs, too. Needless to say, this bar is dog-friendly, inside and out. But what really clinches it as one of Chicago's best are the real English darts and the $2 bottles of Schlitz, Pabst, Old Style and Huber. 1658 W Barry Ave between Ashland Ave and Paulina St (773-528-4050). El: Brown to Paulina. Bus: 9, 11, 77. Mon&#8211;Fri 2pm&#8211;2am; Sat 11am&#8211;3am; Sun 11am&#8211;2am. Average beer: $3.25.","","","","","","","","","","","","","","","","","","","60657","","","","","","","","","","","","","","","","","","Cody's","DartsVideo/pinball gamesNo stairs to bathroomWheelchair-accessible bathroomOutdoor seatingPool table","","","","","","","","","","","","","","","","","",""
"","","","","","","This bar is now closed.Louder, bigger and more in-your-face than the view any stadium seat can give you, experiencing the game at this new River West sports bar is second only to actually being in the game&#8212;or, if you're in front of the 120-inch screen, even better. Only instead of hot dogs and nachos, the menu here features burgers and, um, goulash.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Old Town/River North","","","","","","","","","","","","","","","","Mon&#8211;Fri 4pm&#8211;2am; Sat 10am&#8211;3am; Sun 11am&#8211;midnight","","","","","","","","","","","","","","","","1779","","","","","","","","","","","","","","","","551 N Ogden Ave","Mahooney's and Grill (CLOSED) (CLOSED)","","","","","","","","","","","","","","","","","312-733-2121","","","","","","","","","","","","","","","Old Town/River North","Average beer: $4","","","","","","","","","","","","","","","","Pick-up joints","","Bus: 65","","","K","","Mahooney's and Grill (CLOSED) (CLOSED) This bar is now closed.Louder, bigger and more in-your-face than the view any stadium seat can give you, experiencing the game at this new River West sports bar is second only to actually being in the game&#8212;or, if you're in front of the 120-inch screen, even better. Only instead of hot dogs and nachos, the menu here features burgers and, um, goulash. 551 N Ogden Ave between Grand Ave and Ohio St (312-733-2121). Bus: 65. Mon&#8211;Fri 4pm&#8211;2am; Sat 10am&#8211;3am; Sun 11am&#8211;midnight. Average beer: $4.","","","","","","","","","","","","","","","","","","","60622","","","","","","","","","","","","","","","","","","Mahooney's and Grill (CLOSED) (CLOSED)","DartsPool tableVideo/pinball gamesNo steps at entranceNo stairs to bathroomWheelchair-accessible bathroomOutdoor seatingFood served","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","West Side","I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1780","","","","","","","","","","","","","","","","4301 W Cortez St","Kirk's Place","","","","","","","","","","","","","","","","","773-342-2767 [disconnected]","","","","","","","","","","","","","","","West Side","","","","","","","","","","","","","","","","","Bars","","Bus: 53, 54, 66, 70","","K","","","Kirk's Place 4301 W Cortez St at Kildare Ave (773-342-2767 [disconnected]). Bus: 53, 54, 66, 70. . .","","","","","","","","","","","","","","","","","","","60651-3437","","","","","","","","","","","","","","","","","","Kirk's Place","","","","","","","","","","","","","","","","","","",""
"","","","","","","Try ordering a simple cocktail in this laid-back Mexican dive, and you may have to resort to high school Spanish. A lone gin and tonic usually involves jerky pantomiming and the full involvement of half of the patrons, so switch to something easy to order like Corona and add this cool, dimly lit, sportscentric bar to your list of pit stops.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Heart of Italy/Little Italy/Pilsen","O","","","","","","","","","","","","","","","Mon&#8211;Thu noon&#8211;1am; Fri, Sun noon&#8211;2am; Sat noon&#8211;3am","","","","","","","","","","","","","","","","1781","","","","","","","","","","","","","","","","2300 S Oakley Ave","El Aguage","","","","","","","","","","","","","","","","","no phone","","","","","","","","","","","","","","","South Side","Average cocktail: $4","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Blue to Western. Bus: 21, 49, 60","","E","P","","El Aguage Try ordering a simple cocktail in this laid-back Mexican dive, and you may have to resort to high school Spanish. A lone gin and tonic usually involves jerky pantomiming and the full involvement of half of the patrons, so switch to something easy to order like Corona and add this cool, dimly lit, sportscentric bar to your list of pit stops. 2300 S Oakley Ave between 23rd and 24th Sts (no phone). El: Blue to Western. Bus: 21, 49, 60. Mon&#8211;Thu noon&#8211;1am; Fri, Sun noon&#8211;2am; Sat noon&#8211;3am. Average cocktail: $4.","","","","","","","","","","","","","","","","","","","60608","","","","","","","","","","","","","","","","","","El Aguage","","","","","","","","","","","","","","","","","","",""
"","","","","","","The great thing about a neighborhood bar is that a good one reveals just what kind of people live on the block. This rehabbed corner tavern (formerly Lee's) is inhabited by a loosened-tie Lincoln Park crowd in their post&#8211;frat boy years and the ladies who love them. The look and feel is of a polished pub, and the killer jukebox will take you from The Greatest by Cat Power to The Greatest Hits of Hall & Oates in one short trip.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lincoln Park","H","","","","","","","","","","","","","","","Mon-Fri 4pm-2am; Sat 11am-3am, Sun 11am-2am","","","","","","","","","","","","","","","","1782","","","","","","","","","","","","","","","","2758 N Ashland Ave","Four Shadows","","","","","","","","","","","","","","","","","773-248-9160","","","","","","","","","","","","","","","Lincoln Park","Average cocktail: $5","","","","","","","","","","","","","","","","Neighborhood pubs","","Bus: 9, 76","","F","H","","Four Shadows The great thing about a neighborhood bar is that a good one reveals just what kind of people live on the block. This rehabbed corner tavern (formerly Lee's) is inhabited by a loosened-tie Lincoln Park crowd in their post&#8211;frat boy years and the ladies who love them. The look and feel is of a polished pub, and the killer jukebox will take you from The Greatest by Cat Power to The Greatest Hits of Hall & Oates in one short trip. 2758 N Ashland Ave at Diversey Ave (773-248-9160). Bus: 9, 76. Mon-Fri 4pm-2am; Sat 11am-3am, Sun 11am-2am. Average cocktail: $5.","","","","","","","","","","","","","","","","","","","60614","","","","","","","","","","","","","","","","","","Four Shadows","No stairs to bathroomNo steps at entranceWheelchair-accessible bathroomSports barFood served","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Humboldt Park/Logan Square","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1785","","","","","","","","","","","","","","","","2210 N Milwaukee Ave","Krakow Lounge","","","","","","","","","","","","","","","","","773-235-7725","","","","","","","","","","","","","","","Humboldt Park/Logan Square","","","","","","","","","","","","","","","","","Bars","","El: Blue to California. Bus: 52, 56, 73","","K","F","","Krakow Lounge 2210 N Milwaukee Ave between Attrill and Prindiville Sts (773-235-7725). El: Blue to California. Bus: 52, 56, 73. . .","","","","","","","","","","","","","","","","","","","60647-4049","","","","","","","","","","","","","","","","","","Krakow Lounge","","","","","","","","","","","","","","","","","","",""
"","","","","","","This overlooked Lincoln Park hang is noted for its mellow vibe, in contrast to the meatmarkets surrounding it. The bartenders are friendly, the flat-panels numerous and the patrons toss peanut shells onto the floor while trying to spot their alma mater from a banner display that would make the United Nations jealous.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lincoln Park","H","","","","","","","","","","","","","","","Mon&#8211;Fri 4pm&#8211;2am; Sat 2pm&#8211;3am; Sun 3pm&#8211;2am","","","","","","","","","","","","","","","","1791","","","","","","","","","","","","","","","","2455 N Clark St","Fieldhouse","","","","","","","","","","","","","","","","","773-348-6489","","","","","","","","","","","","","","","Lincoln Park","Average beer: $3","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Brown, Purple (rush hrs), Red to Fullerton. Bus: 11, 22 (24hrs), 36","","F","H","","Fieldhouse This overlooked Lincoln Park hang is noted for its mellow vibe, in contrast to the meatmarkets surrounding it. The bartenders are friendly, the flat-panels numerous and the patrons toss peanut shells onto the floor while trying to spot their alma mater from a banner display that would make the United Nations jealous. 2455 N Clark St at Arlington Pl (773-348-6489). El: Brown, Purple (rush hrs), Red to Fullerton. Bus: 11, 22 (24hrs), 36. Mon&#8211;Fri 4pm&#8211;2am; Sat 2pm&#8211;3am; Sun 3pm&#8211;2am. Average beer: $3.","","","","","","","","","","","","","","","","","","","60614","","","","","","","","","","","","","","","","","","Fieldhouse","Sports barVideo/pinball games","","","","","","","","","","","","","","","","","",""
"","","","","","","Now that it's a too nippy to make use of the stellar sidewalk caf&#233;, head inside where the diner look has yielded to blue suede booths and flat panel TVs. Mojitos and the house version of Sliders are the specialties, and nostalgia for Wrigley Field is induced upon every visit to the metal trough in the men's room.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lincoln Park","H","","","","","","","","","","","","","","","Mon&#8211;Fri 11am&#8211;2am; Sat 9am&#8211;3am; Sun 9am&#8211;2am","","","","","","","","","","","","","","","","1792","","","","","","","","","","","","","","","","2450 N Clark St","Mickey's","","","","","","","","","","","","","","","","","773-435-0007","","","","","","","","","","","","","","","Lincoln Park","Average cocktail: $5","","","","","","","","","","","","","","","","Pick-up joints","","El: Brown, Purple (rush hrs), Red to Fullerton. Bus: 11, 22 (24hrs), 36","","M","H","","Mickey's Now that it's a too nippy to make use of the stellar sidewalk caf&#233;, head inside where the diner look has yielded to blue suede booths and flat panel TVs. Mojitos and the house version of Sliders are the specialties, and nostalgia for Wrigley Field is induced upon every visit to the metal trough in the men's room. 2450 N Clark St at Arlington Pl (773-435-0007). El: Brown, Purple (rush hrs), Red to Fullerton. Bus: 11, 22 (24hrs), 36. Mon&#8211;Fri 11am&#8211;2am; Sat 9am&#8211;3am; Sun 9am&#8211;2am. Average cocktail: $5.","","","","","","","","","","","","","","","","","","","60614","","","","","","","","","","","","","","","","","","Mickey's","Outdoor seatingFood servedSports barGood for groups","","","","","","","","","","","","","","","","","",""
"","","","","","","With JT Collins having gone the way of the dodo, Tavern 33 has established itself as the new local for Roscoe Villagers and other wandering souls, both during the week and as weekend starter bar. The tavern features a warm atmosphere thanks to the lively regulars, bartenders happy to drink with you, and old sepia photographs of North Lincoln Avenue.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","E","","","","","","","","","","","","","","","Mon&#8211;Fri 5pm&#8211;2am; Sat noon&#8211;3am, Sun noon&#8211;2am","","","","","","","","","","","","","","","","1793","","","","","","","","","","","","","","","","3328 N Lincoln Ave","Tavern 33","","","","","","","","","","","","","","","","","773-935-6393","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","Average beer: $3.50","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Brown to Paulina. Bus: 9, 11, 77","","T","E","","Tavern 33 With JT Collins having gone the way of the dodo, Tavern 33 has established itself as the new local for Roscoe Villagers and other wandering souls, both during the week and as weekend starter bar. The tavern features a warm atmosphere thanks to the lively regulars, bartenders happy to drink with you, and old sepia photographs of North Lincoln Avenue. 3328 N Lincoln Ave between School and Henderson Sts (773-935-6393). El: Brown to Paulina. Bus: 9, 11, 77. Mon&#8211;Fri 5pm&#8211;2am; Sat noon&#8211;3am, Sun noon&#8211;2am. Average beer: $3.50.","","","","","","","","","","","","","","","","","","","60657","","","","","","","","","","","","","","","","","","Tavern 33","","","","","","","","","","","","","","","","","","",""
"","","","","","","A tasteful renovation has replaced the creepy stonework facade, but Goldie's still remains strangely unknown. The cork dartboards and pool table offer better distraction than the sports-tuned TVs that are jammed into the rest of the 'hood, and the affordable beer selection ($1 PBR and $3 Guinness drafts) is a refreshing back-to-basics approach to inebriation.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","E","","","","","","","","","","","","","","","Mon&#8211;Fri 2pm&#8211;2am; Sat 2pm&#8211;3am (closed Sun)","","","","","","","","","","","","","","","","1795","","","","","","","","","","","","","","","","3835 N Lincoln Ave","Goldie's","","","","","","","","","","","","","","","","","DISCONNECTED-773-404 5322","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","Average beer: $2","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Brown to Irving Park. Bus: 11, 50, 80, X80","","G","E","","Goldie's A tasteful renovation has replaced the creepy stonework facade, but Goldie's still remains strangely unknown. The cork dartboards and pool table offer better distraction than the sports-tuned TVs that are jammed into the rest of the 'hood, and the affordable beer selection ($1 PBR and $3 Guinness drafts) is a refreshing back-to-basics approach to inebriation. 3835 N Lincoln Ave between Berenice Ave and Byron St (DISCONNECTED-773-404 5322). El: Brown to Irving Park. Bus: 11, 50, 80, X80. Mon&#8211;Fri 2pm&#8211;2am; Sat 2pm&#8211;3am (closed Sun). Average beer: $2.","","","","","","","","","","","","","","","","","","","60613","","","","","","","","","","","","","","","","","","Goldie's","","","","","","","","","","","","","","","","","","",""
"","","","","","","There's no better place to cheer on your team than this down-home, blue-collar institution that's been serving up cold ones since 1881. Arrive at least a half hour before game time if you're planning on eating&#8212;and you should definitely plan on eating. Just-like-Mom-made classics include crispy pork tenderloin smothered in perfect pan gravy and greaseless fried chicken. Add doting servers, cheap beer and a living room&#8211;like atmosphere, and you've got the best sports experience short of front-row tickets.","","Cash only","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Bridgeport/Chinatown","P","","","","","","","","","","","","","","","Mon&#8211;Fri 11am&#8211;2am; Sat 4pm&#8211;2am; Sun 3pm&#8211;9pm","","","","","","","","","","","","","","","","1803","","","","","","","","","","","","","","","","3714 S Halsted St","Schaller's Pump","","","","","","","","","","","","","","","","","773-376-6332","","","","","","","","","","","","","","","Bridgeport/Chinatown","Average beer: $2.50","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Red to Sox/35th. Bus: 8 Halsted, 35 35th","","S","O","","Schaller's Pump There's no better place to cheer on your team than this down-home, blue-collar institution that's been serving up cold ones since 1881. Arrive at least a half hour before game time if you're planning on eating&#8212;and you should definitely plan on eating. Just-like-Mom-made classics include crispy pork tenderloin smothered in perfect pan gravy and greaseless fried chicken. Add doting servers, cheap beer and a living room&#8211;like atmosphere, and you've got the best sports experience short of front-row tickets. 3714 S Halsted St between 37th and 38th Sts (773-376-6332). El: Red to Sox/35th. Bus: 8 Halsted, 35 35th. Mon&#8211;Fri 11am&#8211;2am; Sat 4pm&#8211;2am; Sun 3pm&#8211;9pm. Average beer: $2.50.","","","","","","","","","","","","","","","","","","","60609","","","","","","","","","","","","","","","","","","Schaller's Pump","Sports barNo steps at entranceNo stairs to bathroomWheelchair-accessible bathroomFood served","","","","","","","","","","","","","","","","","",""
"","","","","","","Pearls? Check. Cigarettes? Check. Bright pink lipstick? Check. All of owner Nelly's essentials are in order and she's officially open for business. Expect handsome, loaded Romanian imports chowing down on the earthy cuisine of Romania: platters of mititei (grilled sausages); fried kraut with bits of bacon fat; heaping bowls of polenta with feta; and pan-fried chicken wings. Other than weekends when there's live music or anytime a soccer game's on, it's likely to be just you and Nelly, the queen of amaretto stone sours. ","","Cash only","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Humboldt Park/Logan Square","F","","","","","","","","","","","","","","","Tue&#8211;Sun 11am&#8211;10pm (closed Mon)","","","","","","","","","","","","","","","","1806","","","","","","","","","","","","","","","","3256 N Elston Ave","Nelly's Saloon","","","","","","","","","","","","","","","","","773-588-4494","","","","","","","","","","","","","","","Humboldt Park/Logan Square","Average beer: $3","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Blue to Belmont. Bus: 77, 82, 152","","N","F","","Nelly's Saloon Pearls? Check. Cigarettes? Check. Bright pink lipstick? Check. All of owner Nelly's essentials are in order and she's officially open for business. Expect handsome, loaded Romanian imports chowing down on the earthy cuisine of Romania: platters of mititei (grilled sausages); fried kraut with bits of bacon fat; heaping bowls of polenta with feta; and pan-fried chicken wings. Other than weekends when there's live music or anytime a soccer game's on, it's likely to be just you and Nelly, the queen of amaretto stone sours. 3256 N Elston Ave between Belmont Ave and Henderson St (773-588-4494). El: Blue to Belmont. Bus: 77, 82, 152. Tue&#8211;Sun 11am&#8211;10pm (closed Mon). Average beer: $3.","","","","","","","","","","","","","","","","","","","60618","","","","","","","","","","","","","","","","","","Nelly's Saloon","No steps at entranceNo stairs to bathroomVideo/pinball gamesPool tableLive bandsFood served","","","","","","","","","","","","","","","","","",""
"","","","","","","This bar on the edge of Andersonville offers a homey menu that's good enough to snap you out of that chicken-wing trance you've been lulled into. Nightly specials like Fried Chicken Sundays and Sloppy Joe Thursdays are mighty good. The excellent beer and wine selection and chummy staff will pleasantly surprise you.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Andersonville/Edgewater/Uptown","C","","","","","","","","","","","","","","","Sun&#8211;Fri noon&#8211;2am; Sat noon&#8211;3am","","","","","","","","","","","","","","","","1812","","","","","","","","","","","","","","","","5600 N Ashland Ave","The Edgewater Lounge","","","","","","","","","","","","","","","","","773-878-3343 ","","","","","","","","","","","","","","","Andersonville/Edgewater/Uptown","Average beer: $4","","","","","","","","","","","","","","","","Neighborhood pubs","","Bus: 22 (24hrs), 50, 92","","E","C","","The Edgewater Lounge This bar on the edge of Andersonville offers a homey menu that's good enough to snap you out of that chicken-wing trance you've been lulled into. Nightly specials like Fried Chicken Sundays and Sloppy Joe Thursdays are mighty good. The excellent beer and wine selection and chummy staff will pleasantly surprise you. 5600 N Ashland Ave at Bryn Mawr Ave (773-878-3343 ). Bus: 22 (24hrs), 50, 92. Sun&#8211;Fri noon&#8211;2am; Sat noon&#8211;3am. Average beer: $4.","","","","","","","","","","","","","","","","","","","60660","","","","","","","","","","","","","","","","","","Edgewater Lounge","Live bandsNo stairs to bathroomNo steps at entranceWheelchair-accessible bathroomFood servedOutdoor seatingFireplace","","","","","","","","","","","","","","","","","",""
"","","","","","","A cozy orange glow and horizontal lines inspired by Frank Lloyd Wright draw a hip, laid-back Lakeview crowd. Formerly a dive with urinals chained to the wall, the hot spot now boasts a trendy vibe with DJ-delivered music and an intriguing selection of brew/martinis&#8212;the phenomenal Pumpkintini is served through Thanksgiving.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","E","","","","","","","","","","","","","","","Sun&#8211;Fri 6pm&#8211;2am; Sat 6pm&#8211;3am","","","","","","","","","","","","","","","","1813","","","","","","","","","","","","","","","","1622 W Belmont Ave","Bungalow Loungebar","","","","","","","","","","","","","","","","","773-244-0400","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","Average beer: $4.50","","","","","","","","","","","","","","","","Pick-up joints","","El: Brown to Paulina. Bus: 9, X9, 11, 77","","B","E","","Bungalow Loungebar A cozy orange glow and horizontal lines inspired by Frank Lloyd Wright draw a hip, laid-back Lakeview crowd. Formerly a dive with urinals chained to the wall, the hot spot now boasts a trendy vibe with DJ-delivered music and an intriguing selection of brew/martinis&#8212;the phenomenal Pumpkintini is served through Thanksgiving. 1622 W Belmont Ave between Lincoln and Paulina Sts (773-244-0400). El: Brown to Paulina. Bus: 9, X9, 11, 77. Sun&#8211;Fri 6pm&#8211;2am; Sat 6pm&#8211;3am. Average beer: $4.50.","","","","","","","","","","","","","","","","","","","60657","","","","","","","","","","","","","","","","","","Bungalow Loungebar","No steps at entranceNo stairs to bathroomWheelchair-accessible bathroomFireplaceExtensive beer selection","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Far South Side","P","","","","","","","","","","","","","","","Mon&#8211;Fri 3pm&#8211;2am; Sat 11am&#8211;3am; Sun 11am&#8211;2am","","","","","","","","","","","","","","","","1818","","","","","","","","","","","","","","","","3047 W 111th St","Corrigan's Restaurant and Pub","","","","","","","","","","","","","","","","","773-298-1315","","","","","","","","","","","","","","","Far South Side","","","","","","","","","","","","","","","","","Neighborhood pubs","","","","C","Far South Side","","Corrigan's Restaurant and Pub 3047 W 111th St between Whipple St and Albany Ave (773-298-1315). . Mon&#8211;Fri 3pm&#8211;2am; Sat 11am&#8211;3am; Sun 11am&#8211;2am. .","","","","","","","","","","","","","","","","","","","60655-2236","","","","","","","","","","","","","","","","","","Corrigan's Restaurant and Pub","","","","","","","","","","","","","","","","","","",""
"","","","","","","It's all old-world charm at this &#34;Downtown Bar with a Neighborhood Atmosphere,&#34; even if it took raiding grandma's attic to pull it off. Somehow faded leopard carpeting, mismatched Tiffany-style lamps and a cash register from 1912 all gel together. Grab a stool at the bar or sprawl out at one of the many open booths. Either way, you'll be looking at the same faces night after night; that is, if you can see them behind the sloppy ribs they're scarfing.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Old Town/River North","K","","","","","","","","","","","","","","","Mon&#8211;Fri 11am&#8211;4am; Sat 7pm&#8211;5am (closed Sun)","","","","","","","","","","","","","","","","1822","","","","","","","","","","","","","","","","435 N Clark St","Frankie Z's Clark Bar","","","","","","","","","","","","","","","","","312-329-0500","","","","","","","","","","","","","","","Old Town/River North","Average beer: $3","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Brown, Purple (rush hrs) to Merchandise Mart. Bus: 22, 36, 65, 125, 156","","F","K","","Frankie Z's Clark Bar It's all old-world charm at this &#34;Downtown Bar with a Neighborhood Atmosphere,&#34; even if it took raiding grandma's attic to pull it off. Somehow faded leopard carpeting, mismatched Tiffany-style lamps and a cash register from 1912 all gel together. Grab a stool at the bar or sprawl out at one of the many open booths. Either way, you'll be looking at the same faces night after night; that is, if you can see them behind the sloppy ribs they're scarfing. 435 N Clark St at Hubbard St (312-329-0500). El: Brown, Purple (rush hrs) to Merchandise Mart. Bus: 22, 36, 65, 125, 156. Mon&#8211;Fri 11am&#8211;4am; Sat 7pm&#8211;5am (closed Sun). Average beer: $3.","","","","","","","","","","","","","","","","","","","60610-4516","","","","","","","","","","","","","","","","","","Frankie Z's Clark Bar","Pool tableWheelchair-accessible bathroomNo stairs to bathroomNo steps at entranceOutdoor seatingLate NightFood servedConversation friendlyGood for groupsGood for over-40 crowd","","","","","","","","","","","","","","","","","",""
"","","","","","","Downstairs from the fictitious pool hall in The Color of Money, this joint keeps it real with Hamms in cans, two dozen taps, free pool on Wednesdays and an old-school photo booth. A laid-back, dark and funky vibe attracts an indie-rock crowd clad in bowling shirts.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","E","","","","","","","","","","","","","","","Sun&#8211;Tue 6pm&#8211;2am, Wed-Fri 3pm-2am Sat 3pm&#8211;3am","","","","","","","","","","","","","","","","1824","","","","","","","","","","","","","","","","3010 N Lincoln Ave","Lincoln Tap Room","","","","","","","","","","","","","","","","","773-868-0060","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","Average beer: $4","","","","","","","","","","","","","","","","Neighborhood pubs","","El: Brown, Purple (rush hrs) to Wellington. Bus: 9, 11, 77","","L","E","","Lincoln Tap Room Downstairs from the fictitious pool hall in The Color of Money, this joint keeps it real with Hamms in cans, two dozen taps, free pool on Wednesdays and an old-school photo booth. A laid-back, dark and funky vibe attracts an indie-rock crowd clad in bowling shirts. 3010 N Lincoln Ave at Wellington and Southport Sts (773-868-0060). El: Brown, Purple (rush hrs) to Wellington. Bus: 9, 11, 77. Sun&#8211;Tue 6pm&#8211;2am, Wed-Fri 3pm-2am Sat 3pm&#8211;3am. Average beer: $4.","","","","","","","","","","","","","","","","","","","60657","","","","","","","","","","","","","","","","","","Lincoln Tap Room","Pool tableVideo/pinball gamesNo steps at entranceNo stairs to bathroomWheelchair-accessible bathroom","","","","","","","","","","","","","","","","","",""
"","","","","","","On the weekends, this polished Roscoe Village hangout is filled with local singles awkwardly trying to get some, and it's sort of like watching a too-good-to-be-true episode of Blind Date. Go during the week when there's nary a horndog in sight. Sampling the extensive list of Irish beers and whiskeys is best done in the back&#8212;a cool, open space with couches, a fireplace and old-school board games.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","E","","","","","","","","","","","","","","","Mon&#8211;Thu 5:30pm&#8211;2am; Fri 5pm&#8211;2am; Sat noon&#8211;3am; Sun noon&#8211;2am","","","","","","","","","","","","","","","","1827","","","","","","","","","","","","","","","","3614 N Damen Ave","Black Rock","","","","","","","","","","","","","","","","","773-348-4044","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","Average beer: $4","","","","","","","","","","","","","","","","Neighborhood pubs","","Bus: 50, 152","","B","E","","Black Rock On the weekends, this polished Roscoe Village hangout is filled with local singles awkwardly trying to get some, and it's sort of like watching a too-good-to-be-true episode of Blind Date. Go during the week when there's nary a horndog in sight. Sampling the extensive list of Irish beers and whiskeys is best done in the back&#8212;a cool, open space with couches, a fireplace and old-school board games. 3614 N Damen Ave at Addison St (773-348-4044). Bus: 50, 152. Mon&#8211;Thu 5:30pm&#8211;2am; Fri 5pm&#8211;2am; Sat noon&#8211;3am; Sun noon&#8211;2am. Average beer: $4.","","","","","","","","","","","","","","","","","","","60618","","","","","","","","","","","","","","","","","","Black Rock","Sports barNo stairs to bathroomWheelchair-accessible bathroomFireplaceFood served","","","","","","","","","","","","","","","","","",""
"","","","","","","We are in love with Katerina. Like any good lover, she keeps us infatuated: her signature cocktails like the sour cherry martini, the eclectic roster of bands (jazz, funk, traditional Greek), the candlelit space, and her Southern European menu (calamari, saut&#233;ed shrimp, spanokopita). In between checking IDs and pouring cocktails, it's common for Katerina to quip that &#34;cigarettes make your breasts firmer&#34; or break into song and croon for the love-struck regulars.","","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","E","","","","","","","","","","","","","","","Mon&#8211;Fri 6pm&#8211;2am; Sat 6pm&#8211;3am","","","","","","","","","","","","","","","","1830","","","","","","","","","","","","","","","","1920 W Irving Park Rd","Katerina's","","","","","","","","","","","","","","","","","773-348-7592","","","","","","","","","","","","","","","Lakeview/Roscoe Village/Wrigleyville","Average cocktail: $7","","","","","","","","","","","","","","","","Swank spots","","El: Brown to Irving Park. Bus: 11, 50, 80, X80","","K","E","","Katerina's We are in love with Katerina. Like any good lover, she keeps us infatuated: her signature cocktails like the sour cherry martini, the eclectic roster of bands (jazz, funk, traditional Greek), the candlelit space, and her Southern European menu (calamari, saut&#233;ed shrimp, spanokopita). In between checking IDs and pouring cocktails, it's common for Katerina to quip that &#34;cigarettes make your breasts firmer&#34; or break into song and croon for the love-struck regulars. 1920 W Irving Park Rd at Wolcott Ave (773-348-7592). El: Brown to Irving Park. Bus: 11, 50, 80, X80. Mon&#8211;Fri 6pm&#8211;2am; Sat 6pm&#8211;3am. Average cocktail: $7.","","","","","","","","","","","","","","","","","","","60613","","","","","","","","","","","","","","","","","","Katerina's","Live bandsNo steps at entranceNo stairs to bathroomWheelchair-accessible bathroomFood servedNotable for cocktails","","","","","","","","","","","","","","","","","","www.katerinas.com"
