"","","","","","","It has nearly double the space of its former Wrigleyville location, but this Italian stalwart has retained all of its charm: The exposed brick, rustic, frescoed walls and flickering candlelight could warm even the residents of the cemetery across the street. The menu features traditional pasta and meat dishes that, while not earth-shattering, are satisfying. All your marsalas, piccatas and parmigianas are represented, but don't miss the delicate, lemony grilled calamari starter or the rigatoni al pomodoro secco, with its fat mushrooms and just-heavy-enough Gorgonzola sauce. Skip tiramisu and go for the bomba al cioccolato, a ridiculously moist cake exploding with rich, bittersweet chocolate. ","Vegetarian-friendlyKid-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Uptown","","","","","","","","","","","","","","","","Dinner (closed Mon)","","","","","","","","","","","","","","","","1013","","","","","","","","","","","","","","","","4400 N Clark St","Anna Maria Pasteria","","","","","","","","","","","","","","","","","773-506-2662","","","","","","","","","","","","","","","","Average main course: $15","","","","","","","","","","","","","","","","Italian/Pizza","","Bus: 22, 78, 145, 148","","","","","","","","","","","","","","","","","","","","","","","","60640","","","","","","","","","","","","","","","","","$","Anna Maria Pasteria","","","","","","","","6","Uptown","","","","A","","Andersonville/Edgewater/Uptown","Listed","71","","annamariapasteria.com",""
"","","","","","","More than 60 years old and still plugging away, this Chatham tablecloth spot serves dependable comfort food for the nattily dressed Sunday-church crowd. Matronly servers are as sweet as the peach cobbler (canned fruit, but great crust). Start with the seafood platter, a crispy combo of fried scallops, shrimp and oysters, battered with a perfectly seasoned cornmeal-flour mix. The &#34;Southern specialties&#34; side of the menu is the way to go, but be prepared for a gravy train. The light-brown pan gravy is poured over tender short ribs and pan-fried pork chops, but the flavorful fried chicken should be ordered without. For sides, go with black-eyed peas, cheesy mac and corn-bread stuffing, and don't even think about leaving without a slice of sweet-potato pie.","Private party room(s)Cheap (entrees under $10)Kid-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","South Side","","","","","","","","","","","","","","","","Breakfast, lunch, dinner (closed Tue)","","","","","","","","","","","","","","","","1014","","","","","","","","","","","","","","","","422 E 75th St","Army & Lou's","","","","","","","","","","","","","","","","","773-483-3100","","","","","","","","","","","","","","","","Average main course: $9","","","","","","","","","","","","","","","","Southern","","El: Red to 79th. Bus: 3, X3, 75","","","","","","","","","","","","","","","","","","","","","","","","60619","","","","","","","","","","","","","","","","","","Army & Lou's","","","","","","","","24","South Side","","","","A","","South Side","Listed","115","","armyandlous.com",""
"","","","","","","It's the sauce. Don't get us wrong; we love the fresh toppings, including meaty chunks of mild sausage and fresh vegetables that are crisp and crunchy when you bite into them. But it's really the sauce&#8212;full of fresh tomato flavor, speckled with oregano, basil and the faintest hint of red pepper&#8212;that's made this recently expanded pizzeria a Chicago institution. In terms of crust, both the deep-dish and the (not very thin) thin-crust lack the flakiness of other local pies, but they resist sogginess after a night in the fridge, making them the breakfast of champions.","Good for groupsBYOBVegetarian-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Lakeview","","","","","","","","","","","","","","","","Lunch, dinner","","","","","","","","","","","","","","","","1015","","","","","","","","","","","","","","","","3033 N Ashland Ave","The Art of Pizza","","","","","","","","","","","","","","","","","773-327-5600","","","","","","","","","","","","","","","","Average pie: $14","","","","","","","","","","","","","","","","Italian/Pizza","","El: Brown to Paulina. Bus: 9, X9, 11, 77","","","","","","","","","","","","","","","","","","","","","","","","60657","","","","","","","","","","","","","","","","","$","Art of Pizza","","","","","","","","9","Lakeview","","","","A","","","","73","","",""
"","","","","","","When chef Arun Sampanthavivat opened this stately legend 21 years ago, he began cultivating what would become the first Thai restaurant in America to nab four Mobil stars, a AAA award and a James Beard for Best Chef in the Midwest. These days, brilliant Thai food is prevalent in Chicago, so visit this upscale stalwart only if you have money to burn and the desire for ethnic food in an interesting, art-filled, tablecloth setting. For $85, you'll get a 12-course tasting of excellent food, including delicate beef panang curry, textbook pad thai, ethereal lemongrass crab cake and perfectly steamed, curry-drizzled lobster. But we can't help wondering if these diners don't know that these same dishes can be had elsewhere in town for a fraction of the cost.","Notable wine listVegetarian-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Northwest Side","","","","","","","","","","","","","","","","Dinner (closed Mon)","","","","","","","","","","","","","","","","1016","","","","","","","","","","","","","","","","4156 N Kedzie Ave","Arun's","","","","","","","","","","","","","","","","","773-539-1909","","","","","","","","","","","","","","","","Average degustation: $85","","","","","","","","","","","","","","","","Thai","","El: Brown to Kedzie. Bus: 80, X80","","","","","","","","","","","","","","","","","","","","","","","","60618","","","","","","","","","","","","","","","","","$$$","Arun's","","","","","","","","1","Northwest Side","","","","A","","","","126","","www.arunsthai.com",""
"","","","","","","Vegetarians and vegans hit pay dirt with this completely meat-free spot. During the week, veg-heads hit it up for popular South Indian dishes like dosas (thin, crispy rice-lentil cr&#234;pes filled with potatoes and onions) and uttapam (similar to dosas but thicker like pancakes with onions dropped right into the batter). But on the weekends (Friday through Sunday), the main attraction is the buffet&#8212;a massive spread of about a dozen North Indian vegetarian dishes (of which more than half are also vegan). The selection rotates, but you'll typically find gingery lentils, creamy spinach studded with cheese cubes, smoky eggplant mashed up with mushrooms, and potatoes with cauliflower in an oniony gravy.","Good for groupsBYOBVegetarian-friendlyCheap (entrees under $10)","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Far North Side","","","","","","","","","","","","","","","","Lunch, dinner (buffet Fri&#8211;Sun)","","","","","","","","","","","","","","","","1017","","","","","","","","","","","","","","","","2508 W Devon Ave","Arya Bhavan","","","","","","","","","","","","","","","","","773-274-5800","","","","","","","","","","","","","","","","Average main course: $9","","","","","","","","","","","","","","","","Indian/Pakistani","","Bus: 49B, 155","","","","","","","","","","","","","","","","","","","","","","","","60659","","","","","","","","","","","","","","","","","","Arya Bhavan","","","","","","","","2","Far North Side","","","","A","","","","68","","www.aryabhavan.com",""
"","","","","","","This nationally acclaimed small-plates spot is tiny, looks like a sauna, has communal seating, doesn't take reservations and is as loud as hell. But it works, and at five years, is still as enticing as it was out of the gates. Food & Wine Best New Chef Koren Grieveson keeps regulars on their toes with seasonal additions like asparagus crostini with red-bean hummus and a cumin-laced salad of arugula, spinach, shaved apples, pickled shallots and pancetta vinaigrette. If you can steer yourself away from stalwarts like chorizo-stuffed dates, go for whatever pops up on the specials blackboard.","Good for dining at barGood for groupsNotable wine list","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","West Loop","","","","","","","","","","","","","","","","Dinner","","","","","","","","","","","","","","","","1019","","","","","","","","","","","","","","","","615 W Randolph St","Avec","","","","","","","","","","","","","","","","","312-377-2002","","","","","","","","","","","","","","","","Average small plate: $10","","","","","","","","","","","","","","","","Mediterranean","","El: Green, Pink to Clinton. Bus: 56, 125","","","","","","","","","","","","","","","","","","","","","","","","60606","","","","","","","","","","","","","","","","","$","Avec","","","","","","","","19","Loop/West Loop","","","","A","","","","95","2007 Eat Out Award, Readers' Choice: Best Small Plates","avecrestaurant.com",""
"","","","","","","Replacing culinary wizard Graham Elliot Bowles is no small feat, which is why Avenues chose Curtis Duffy to do so. With stints at Alinea, Trio annd Charlie Trotter's under his belt, Duffy's progressive cuisine is both spontaneous and organic. The formal dining room glows golden with a view of the Mag Mile below&#8212;a perfect setting to splurge, sit back and let the sumptuous experience unfold.","ViewsPrivate party room(s)Notable wine listVegetarian-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Mag Mile","","","","","","","","","","","","","","","","Dinner (Tue&#8211;Sat)","","","","","","","","","","","","","","","","1020","","","","","","","","","","","","","","","","Peninsula Hotel, 108 E Superior St","Avenues","","","","","","","","","","","","","","","","","312-573-6754","","","","","","","","","","","","","","","","Average degustation: $70","","","","","","","","","","","","","","","","Contemporary American","","El: Red to Chicago. Bus: 3, X3, 4, X4, 10, 26, 125, 144, 145, 146, 147, 151","","","","","","","","","","","","","","","","","","","","","","","","60611","","","","","","","","","","","","","","","","","$$$","Avenues","","","","","","","","18","Gold Coast/Streeterville","","","","A","","","","39","","chicago.peninsula.com/pch/dining_01.html",""
"","","","","","","When the French controlled Vietnam, baguettes crossed cultures, and one of the finest results of this is the banh mi sandwich. They're plentiful in this area, but this bakery creates most of the bread restaurants use, so go try the source. We like the barbecue pork and the Ba Le special, which piles housemade p&#226;t&#233;, headcheese and sliced pork onto a crusty baguette along with tangy carrot and daikon slivers, cilantro and jalape&#241;o. Customize your toppings a bit and you'll get a fresh sandwich instead of the pre-made ones used to keep up with carryout traffic. Shrimp spring rolls, flaky croissants and canned coffee drinks are must-trys.","Cheap (entrees under $10)Outdoor seatingVegetarian-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Uptown","","","","","","","","","","","","","","","","Breakfast, lunch, dinner","","","","","","","","","","","","","","","","1021","","","","","","","","","","","","","","","","5018 N Broadway","Ba Le","","","","","","","","","","","","","","","","","773-561-4424","","","","","","","","","","","","","","","","Average sandwich: $3","","","","","","","","","","","","","","","","Vietnamese","","El: Red to Argyle. Bus: 22, 36, 81, 92","","","","","","","","","","","","","","","","","","","","","","","","60640","","","","","","","","","","","","","","","","","$","Ba Le","","","","","","","","6","Uptown","","","","B","","","","131","","www.balesandwiches.com",""
"","","","","","","If you were worried that this barbecue gem was down for the count, rest assured that the smoker is once again burning. The sage- and fennel-flecked sausage is still custom-made by a local sausage maker, and still gets significant smoke time over the smoldering hickory and cherry wood. Rib tips remain the juiciest pork option (over the often drier spare ribs), and also the best value. Skip the beef ribs; spend the dough on &#34;Miss Winters'&#34; outsourced 7UP, sour-cream and chocolate cakes instead.","Late-night dining","Cash and carryout only","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","South Side","","","","","","","","","","","","","","","","Lunch, dinner (Tue&#8211;Sat) (closed Sun, Mon)","","","","","","","","","","","","","","","","1022","","","","","","","","","","","","","","","","7617 S Cottage Grove Ave","Barbara Ann's BBQ","","","","","","","","","","","","","","","","","773-651-5300","","","","","","","","","","","","","","","","Average main course: $9","","","","","","","","","","","","","","","","Southern","","El: Red to 79th. Bus: 4, X4, 75","","","","","","","","","","","","","","","","","","","","","","","","60619","","","","","","","","","","","","","","","","","$","Barbara Ann's BBQ","","","","","","","","24","South Side","","","","","","","","115","","",""
"","","","","","","People generally seem to love gargantuan portions (for the value, most likely), but when the heaps actually taste good, it's a win-win situation. Since moving next door to digs that are a touch more swank, this Italian favorite is suddenly packed with couples lingering over decent bottles of wine and specialties like garlicky housemade sausage links with blistered bell peppers, fresh cavatelli and rapini swimming in white wine garlic butter sauce, roasted chicken oreganato and the juicy, seared New York strip with sweet and vinegary peppers. The marble and mahogany bar and handful of caf&#233; tables up front are perfect for a stop-in drink or dessert.","Good for groupsPrivate party room(s)Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","West Town","","","","","","","","","","","","","","","","Lunch (Mon&#8211;Fri), dinner","","","","","","","","","","","","","","","","1023","","","","","","","","","","","","","","","","1374 W Grand Ave","Bella Notte","","","","","","","","","","","","","","","","","312-733-5136","","","","","","","","","","","","","","","","Average main course: $20","","","","","","","","","","","","","","","","Italian/Pizza","","El: Blue to Chicago; Green, Pink to Ashland. Bus: 9, 65","","","","","","","","","","","","","","","","","","","","","","","","60622","","","","","","","","","","","","","","","","","$$","Bella Notte","","","","","","","","15","Ukrainian Village/West Town","","","","B","","","","","","www.bellanottechicago.com",""
"","","","","","","There are a few birrierias (spots that specialize in Mexican goat stew) sprinkled throughout the city, but all it takes is one visit to this one before you stop caring about the rest. The scope of the menu may not win you over at first&#8212;this joint serves only about half a dozen items&#8212;but after trying the delectable tongue tacos, the cabeza tacos full of luscious beef cheeks, the simple yet rich goat consomm&#233; or the goat tacos bursting with sumptuous meat, you'll find you won't want for anything else.","Cheap (entrees under $10)","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Heart of Chicago","","","","","","","","","","","","","","","","Lunch, dinner","","","","","","","","","","","","","","","","1024","","","","","","","","","","","","","","","","1322 W 18th St","Birrieria Reyes de Ocotlan","","","","","","","","","","","","","","","","","312-733-2613","","","","","","","","","","","","","","","","Average main course: $8","","","","","","","","","","","","","","","","Mexican","","El: Pink to 18th. Bus: 18, 168","","","","","","","","","","","","","","","","","","","","","","","","60608","","","","","","","","","","","","","","","","","$","Birrieria Reyes de Ocotlan","","","","","","","","0","Heart of Chicago","","","","B","","Heart of Chicago","","","","",""
"","","","","","","","Cheap (entrees under $10)","Cash only","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","South Side","","","","","","","","","","","","","","","","Lunch, dinner","","","","","","","","","","","","","","","","1025","","","","","","","","","","","","","","","","8726 S Commercial Ave","Birrierias Ocotlan","","","","","","","","","","","","","","","","","773-978-4881","","","","","","","","","","","","","","","","Average main course: $6","","","","","","","","","","","","","","","","Mexican",""," El: Red to 87th. Bus: 71","","","","","","","","","","","","","","","","","","","","","","","","60617","","","","","","","","","","","","","","","","","$","Birrierias Ocotlan","","","","","","","","24","South Side","","","","","","","","","","",""
"","","","","","","With a name that translates as ""countryside bistro,"" this restaurant is one of our favorite places to be. The room is so warm and inviting&#8212;its nooks and picture windows create a cozy house feel&#8212;we could stay all night. Especially with chef Michael Altenberg at the stove. Ingredients are organic across the board, and they meld into French and Belgian bistro classics with unforgettable flavors. There isn't a bad thing on the menu, but if we had to limit ourselves, we'd go with onion soup, mussels steamed in Belgian ale, roasted chicken and pan-seared flatiron steak flanked by amazing frites. Oh, and all of the day's ice creams.","Good for dining at barPrivate party room(s)Outdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Lincoln Square","","","","","","","","","","","","","","","","Brunch (Sun), dinner","","","","","","","","","","","","","","","","1026","","","","","","","","","","","","","","","","4518 N Lincoln Ave","Bistro Campagne","","","","","","","","","","","","","","","","","773-271-6100","","","","","","","","","","","","","","","","Average main course: $22","","","","","","","","","","","","","","","","French","","El: Brown to Western. Bus: 11, 49, X49, 78, 81","","","","","","","","","","","","","","","","","","","","","","","","60625","","","","","","","","","","","","","","","","","$$","Bistro Campagne","","","","","","","","7","Lincoln Square","","","","B","","","","55","","www.bistrocampagne.com",""
"","","","","","","Paul Kahan's James Beard Award&#8211;winning, minimalist chic restaurant is as popular as ever, with chef Mike Sheerin and pastry chef Tim Dahl indulging the too-cool-for-school crowd. Early spring ingredients grace cocktails (like the Mister Pink&#8212;a mixture of gin, rhubarb and ruby-red grapefruit), while bobwhite quail gets asparagus and wood-grilled sturgeon is accompanied by English peas and braised peanuts. Two lunch prix-fixes make the experience easier on the wallet: a $22 three-course menu with offerings like duck tartare and white chocolate mousse joins the popular $15 prix-fixe featuring the whitefish sandwich or lamb burger.","Good for dining at barNotable wine listPrivate party room(s)Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","West Loop","","","","","","","","","","","","","","","","Lunch (Mon&#8211;Fri), dinner (Mon&#8211;Sat) (closed Sun)","","","","","","","","","","","","","","","","1027","","","","","","","","","","","","","","","","619 W Randolph St","Blackbird","","","","","","","","","","","","","","","","","312-715-0708","","","","","","","","","","","","","","","","Average main course: $33","","","","","","","","","","","","","","","","Contemporary American","","El: Green, Pink to Clinton. Bus: 8, 56, 125","","","","","","","","","","","","","","","","","","","","","","","","60661","","","","","","","","","","","","","","","","","$$$","Blackbird","","","","","","","","19","Loop/West Loop","","","","B","","","","39","","blackbirdrestaurant.com",""
"","","","","","","The overwhelming trend of late pairs sushi with a loungey vibe, but when the fish is this good, we can happily coexist with Bucktown babes in pointy heels eating sashimi and sipping pinot grigio. The menu balances Japanese classics and fun rolls (we love the wholly untraditional House Crunch). Servers are honest about what's freshest, and every time we go for the yellowtail, the quality is great. Likewise, the creamy scallop nigiri and spicy white tuna roll are unforgettable. On the cooked side, try tender negi beef rolls&#8212;almost as yummy as the White Castle sliders you'll score when you're hungry again an hour later.","Good for groupsGood for dining at barVegetarian-friendlyOutdoor seatingLate-night diningFireplace","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Wicker Park","","","","","","","","","","","","","","","","Dinner","","","","","","","","","","","","","","","","1029","","","","","","","","","","","","","","","","1805 W Division St","Bob San","","","","","","","","","","","","","","","","","773-235-8888","","","","","","","","","","","","","","","","Average nigiri: $2.50","","","","","","","","","","","","","","","","Japanese/sushi","","El: Blue to Division. Bus: 9, 70","","","","","","","","","","","","","","","","","","","","","","","","60622","","","","","","","","","","","","","","","","","$","Bob San","","","","","","","","12","Bucktown/Wicker Park","","","","B","","","","84","","bob-san.com",""
